COD CURSO;NOME UNIDADE;COD ESTRUTURADO;COD DISCIPLINA;ID ATIV CURRIC;NOME DISCIPLINA;PERIODO IDEAL;CREDITOS;CH TOTAL;TIPO DISCIPLINA;NUM VERSAO;SIT VERSAO;TOTAL CH;TOTAL CR;SEMESTRE IDEAL;NUM MIN PERIODOS;NUM MAX PERIODOS;CH TOTAL CURSO;SIT ATIV;EMENTA;OBJETIVOS
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0022;11908;TIN0022 - Construção de Sistemas;5;3;60;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0025;11911;TIN0025 - Projeto e Construção de Sistemas com SGDB;5;3;60;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;;[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0027;11913;TIN0027 - Iniciação à Pesquisa I;5;1;30;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0034;11920;TIN0034 - Banco de Dados em Ambiente Cliente-Servidor;5;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0042;11928;TIN0042 - Programação Linear;5;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0052;12443;TIN0052 - Estudo de Domínios de Aplicação II;5;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0054;12982;TIN0054 - Atividades Curriculares de Extensão-1;5;3;90;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0058;12992;TIN0058 - Desenvolvimento de Software para Web;5;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0026;11912;TIN0026 - Distribuição e Concorrência;6;3;60;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0029;11915;TIN0029 - Iniciação à Pesquisa II;6;1;30;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0030;11916;TIN0030 - Empresa de Informática;6;4;60;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0035;11921;TIN0035 - Administração de Banco de Dados;6;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0038;11924;TIN0038 - Comunicação e Segurança de Dados;6;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0044;12731;TIN0044 - Algoritmos para Problemas Combinatórios;6;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0053;12445;TIN0053 - Estudo de Domínios de Aplicação III;6;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0055;12990;TIN0055 - Atividades Curriculares de Extensão-2;6;3;90;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0060;12994;TIN0060 - Desenvolvimento Baseado em Componentes;6;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0031;11917;TIN0031 - Projeto de Graduação I;7;2;60;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0032;11918;TIN0032 - Gerência de Projetos em Informática;7;3;60;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0036;11922;TIN0036 - Banco de Dados Distribuídos e Datawarehousing;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0039;11925;TIN0039 - Projeto e Gerência de Redes Locais;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0040;11926;TIN0040 - Calibragem e Análise de Desempenho;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0043;11929;TIN0043 - Fluxo em Redes;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0046;11932;TIN0046 - Compiladores;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0047;11933;TIN0047 - Inteligência Artificial;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0048;11934;TIN0048 - Sistemas Multimídia;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0049;11935;TIN0049 - Computação Gráfica e Processamento de Imagem;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0050;11936;TIN0050 - Ambiente Operacional Unix;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0056;12989;TIN0056 - Atividades Curriculares de Extensão-3;7;3;90;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0059;12993;TIN0059 - Groupware - Tecnologias de Apoio à Colaboração;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0062;13489;TIN0062 - Tópicos Avançados em Bancos de dados 2;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0063;13490;TIN0063 - Tópicos Avançados em Banco de Dados 3;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0064;13491;TIN0064 - Tópicos Avançados em Redes de Computadores 2;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0065;13492;TIN0065 - Tópicos Avançados em Redes de Computadores 3;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0066;13493;TIN0066 - Tópicos Avançados em Engenharia de Software 2;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0067;13494;TIN0067 - Tópicos Avançados em Engenaharia de Software III;7;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;HDP0502;13126;HDP0502 - DIREITO E ÉTICA PROFISSIONAL;8;4;60;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0033;11919;TIN0033 - Projeto de Graduação II;8;2;60;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0037;11923;TIN0037 - Tópicos Avançados em Banco de Dados;8;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0041;11927;TIN0041 - Tópicos Avançados em Redes de Computadores;8;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0045;11931;TIN0045 - Tópicos Avançados em Algoritmos;8;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0057;12991;TIN0057 - Atividades Curriculares de Extensão-4;8;3;90;Obrigatória;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0061;12995;TIN0061 - Tópicos Avançados em Engenharia de Software;8;3;60;Optativa;2005/2;ATIVO;3240;0;10;8;12;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;HTD0058;14152;HTD0058 - TEORIAS E PRÁTICAS DISCURSIVAS NA ESFERA ACADÊMICA;1;3;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0106;15096;TIN0106 - DESENVOLVIMENTO DE PÁGINAS WEB;1;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0107;15093;TIN0107 - TÉCNICAS DE PROGRAMAÇÃO-I;1;5;90;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0108;15100;TIN0108 - ORGANIZAÇÃO DE COMPUTADORES;1;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0112;15097;TIN0112 - FUNDAMENTOS DE SISTEMAS DE INFORMAÇÃO;1;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TME0101;15144;TME0101 - MATEMÁTICA BÁSICA;1;2;30;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TUT0004;20695;TUT0004 - TUTORIA COMPUTAÇÃO I;1;;60;Disciplina Complementar de Graduação;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TUT0005;20696;TUT0005 - TUTORIA COMPUTAÇÃO II;1;;60;Disciplina Complementar de Graduação;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TUT0013;20704;TUT0013 - TUTORIA PORTUGUÊS_II;1;;60;Disciplina Complementar de Graduação;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TUT0014;20705;TUT0014 - TUTORIA PORTUGUÊS III;1;;60;Disciplina Complementar de Graduação;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TUT0015;20706;TUT0015 - TUTORIA MATEMÁTICA I;1;;60;Disciplina Complementar de Graduação;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TUT0016;20707;TUT0016 - TUTORIA MATEMÁTICA II;1;;60;Disciplina Complementar de Graduação;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TUT0017;20708;TUT0017 - TUTORIA MATEMÁTICA III;1;;60;Disciplina Complementar de Graduação;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TUT0018;20709;TUT0018 - TUTORIA MATEMÁTICA IV;1;;60;Disciplina Complementar de Graduação;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;HDI0164;14927;HDI0164 - Culturas Afro Brasileiras em Sala de Aula;2;2;30;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;SER0012;13968;SER0012 - EDUCAÇÃO AMBIENTAL E CIDADANIA;2;2;45;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0011;11897;TIN0011 - TÉCNICAS DE PROGRAMAÇÃO II;2;5;90;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0013;11899;TIN0013 - Análise Empresarial e Administrativa;2;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0105;15089;TIN0105 - INTRODUÇÃO À LÓGICA COMPUTACIONAL;2;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0151;15140;TIN0151 - FORMAÇÃO COMPLEMENTAR-I;2;4;60;Eletiva;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TME0015;11940;TME0015 - Álgebra Linear;2;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TME0112;15145;TME0112 - CÁLCULO DIFERENCIAL E INTEGRAL-I;2;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0109;15090;TIN0109 - ESTRUTURAS DISCRETAS;3;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0114;15094;TIN0114 - ESTRUTURAS DE DADOS-I;3;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0116;15101;TIN0116 - SISTEMAS OPERACIONAIS;3;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0120;15119;TIN0120 - BANCO DE DADOS-I;3;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0152;15141;TIN0152 - FORMAÇÃO COMPLEMENTAR II;3;4;60;Eletiva;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TME0113;15146;TME0113 - CÁLCULO DIFERENCIAL E INTEGRAL II;3;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TME0114;15147;TME0114 - PROBABILIDADE;3;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0110;15098;TIN0110 - INTERAÇÃO HUMANO-COMPUTADOR;4;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0115;15109;TIN0115 - ANÁLISE DE SISTEMAS;4;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0119;15091;TIN0119 - LINGUAGENS FORMAIS E AUTÔMATOS;4;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0123;15102;TIN0123 - REDES DE COMPUTADORES-I;4;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0153;15142;TIN0153 - FORMAÇÃO COMPLEMENTAR III;4;4;60;Eletiva;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0168;15095;TIN0168 - ESTRUTURAS DE DADOS II;4;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TME0115;15148;TME0115 - ESTATÍSTICA;4;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;HDI0142;14890;HDI0142 - Língua Brasileira de Sinais;5;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0054;12982;TIN0054 - Atividades Curriculares de Extensão-1;5;3;90;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0118;15092;TIN0118 - ANÁLISE DE ALGORITMOS;5;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0126;15103;TIN0126 - REDES DE COMPUTADORES II;5;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0128;15099;TIN0128 - INFORMÁTICA NA EDUCAÇÃO;5;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0130;15127;TIN0130 - EMPREENDEDORISMO;5;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0138;15104;TIN0138 - COMUNICAÇÃO E SEGURANÇA DE DADOS;5;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0146;15135;TIN0146 - COMPILADORES;5;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0147;15133;TIN0147 - FUNDAMENTOS DE REPRESENTAÇÃO DE CONHECIMENTO E RACIOCÍNIO;5;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0148;15136;TIN0148 - SISTEMAS MULTIMÍDIA;5;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0149;15137;TIN0149 - COMPUTAÇÃO GRÁFICA E PROCESSAMENTO DE IMAGENS;5;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0158;15114;TIN0158 - DESENVOLVIMENTO DE SERVIDOR WEB;5;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0169;15120;TIN0169 - BANCO DE DADOS II;5;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0171;15112;TIN0171 - PROJETO E CONSTRUÇÃO DE SISTEMAS;5;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0055;12990;TIN0055 - Atividades Curriculares de Extensão-2;6;3;90;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];[object Object]
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0117;15128;TIN0117 - ADMINISTRAÇÃO FINANCEIRA;6;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0121;15110;TIN0121 - PROGRAMAÇÃO MODULAR;6;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0125;15121;TIN0125 - PROJETO E CONSTRUÇÃO DE SISTEMAS COMSGBD;6;4;60;Obrigatória;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0135;15123;TIN0135 - ADMINISTRAÇÃO DE BANCO DE DADOS;6;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0141;15105;TIN0141 - TÓPICOS AVANÇADOS EM REDES DE COMPUTADORES-I;6;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0142;15129;TIN0142 - PROGRAMAÇÃO LINEAR;6;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0144;15131;TIN0144 - ALGORITMOS PARA PROBLEMAS COMBINATÓRIOS;6;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0150;15108;TIN0150 - AMBIENTE OPERACIONAL UNIX;6;4;60;Optativa;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);1.30.00.10.10.00.00.01.00;TIN0154;15157;TIN0154 - FORMAÇÃO COMPLEMENTAR IV;6;4;60;Eletiva;2008/1;ATIVO;3240;;8;7;14;3240;ATIVA;[object Object];
