COD CURSO,NOME UNIDADE,NUM VERSAO,DESCR ESTRUTURA,COD DISCIPLINA,NOME DISCIPLINA,COD PRE REQ,NOME PRE REQ,TIPO REQUISITO,ITEM TABELA,ID ESTRUTURA CUR,PERIODO IDEAL
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.5-ENGENHARIA DE DADOS E INFORMAÇÃO,TIN0294,Descoberta de Conhecimento em Dados,TIN0234,Ciência de Dados,Disciplina,1,8504,7
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.5-ENGENHARIA DE DADOS E INFORMAÇÃO,TIN0295,Processamento e Mineração de Texto,TIN0234,Ciência de Dados,Disciplina,1,8504,7
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.5-ENGENHARIA DE DADOS E INFORMAÇÃO,TIN0296,Projetos de Ciência de Dados para o Bem-Estar Social,TIN0234,Ciência de Dados,Disciplina,1,8504,7
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0297,Automação,TIN0237,Redes de Computadores,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0298,Ferramentas de Modelagem e Simulação para Avaliação de Desempenho,TMQ0007,Probabilidade,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0298,Ferramentas de Modelagem e Simulação para Avaliação de Desempenho,TIN0237,Redes de Computadores,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0299,Gerenciamento de Redes e Serviços,TIN0237,Redes de Computadores,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0300,Modelos de Sistemas de Computação e Comunicação,TMQ0007,Probabilidade,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0300,Modelos de Sistemas de Computação e Comunicação,TIN0237,Redes de Computadores,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0301,Redes Móveis e Computação Ubíqua,TIN0237,Redes de Computadores,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0302,Segurança de Tecnologia da Informação,TIN0237,Redes de Computadores,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0303,Serviços de Rede e Multimídia,TIN0237,Redes de Computadores,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0304,Simulação Estocástica,TMQ0007,Probabilidade,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0304,Simulação Estocástica,TIN0225,Estruturas de Dados,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0304,Simulação Estocástica,TIN0237,Redes de Computadores,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,2.6-INFRAESTRUTURA EM SI,TIN0305,Sistemas Distribuídos,TIN0237,Redes de Computadores,Disciplina,1,8505,6
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,5-TRABALHO DE CONCLUSÃO DE CURSO 120H,TIN0308,Projeto de Graduação I,TIN0211,Metodologia Científica e Tecnológica,Disciplina,1,8510,7
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),2023/2,5-TRABALHO DE CONCLUSÃO DE CURSO 120H,TIN0309,Projeto de Graduação II,TIN0308,Projeto de Graduação I,Disciplina,1,8510,8
