COD_CURSO;NOME_UNIDADE;NUM_VERSAO;DESCR_ESTRUTURA;NOME_DISCIPLINA;NOME_DISC_EQUIV;TIPO_EQUIVALENCIA;BLOCO
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.5-DESENVOLV. DE SOFTWARE PARA SI (ENGENH. SOFTWARE) 240H;TIN0228 - Análise e Projeto de Sistemas;TIN0115 - ANÁLISE DE SISTEMAS;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.5-DESENVOLV. DE SOFTWARE PARA SI (ENGENH. SOFTWARE) 240H;TIN0229 - Engenharia de Software I;TIN0171 - PROJETO E CONSTRUÇÃO DE SISTEMAS;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.5-DESENVOLV. DE SOFTWARE PARA SI (ENGENH. SOFTWARE) 240H;TIN0230 - Engenharia de Software II;TIN0121 - PROGRAMAÇÃO MODULAR;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.5-DESENVOLV. DE SOFTWARE PARA SI (ENGENH. SOFTWARE) 240H;TIN0231 - Gerência de Projetos;TIN0132 - GERÊNCIA DE PROJETOS EM INFORMÁTICA;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.6-ENGENHARIA DE DADOS E INFORMAÇÃO 180H;TIN0232 - Modelagem da Informação;TIN0120 - BANCO DE DADOS-I;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.6-ENGENHARIA DE DADOS E INFORMAÇÃO 180H;TIN0233 - Armazenamento e Gestão de Dados;TIN0169 - BANCO DE DADOS II;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.6-ENGENHARIA DE DADOS E INFORMAÇÃO 180H;TIN0234 - Ciência de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.7-INFRAESTRUTURA EM SI 180H;TIN0235 - Arquitetura de Computadores;TIN0108 - ORGANIZAÇÃO DE COMPUTADORES;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.7-INFRAESTRUTURA EM SI 180H;TIN0236 - Sistemas Operacionais;TIN0116 - SISTEMAS OPERACIONAIS;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;1.7-INFRAESTRUTURA EM SI 180H;TIN0237 - Redes de Computadores;TIN0123 - REDES DE COMPUTADORES-I;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;10. Comunicação - 60 Horas;HTD0058 - TEORIAS E PRÁTICAS DISCURSIVAS NA ESFERA ACADÊMICA;HTD0051 - Expressão Oral e Escrita;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.1. Atividades Complementares - 360 Horas;TIN0054 - Atividades Curriculares de Extensão-1;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.1. Atividades Complementares - 360 Horas;TIN0055 - Atividades Curriculares de Extensão-2;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.1. Atividades Complementares - 360 Horas;TIN0056 - Atividades Curriculares de Extensão-3;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.1. Atividades Complementares - 360 Horas;TIN0057 - Atividades Curriculares de Extensão-4;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.2. Formação Complementar;TIN0151 - FORMAÇÃO COMPLEMENTAR-I;TIN0051 - Estudo de Domínios de Aplicação 1;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.2. Formação Complementar;TIN0152 - FORMAÇÃO COMPLEMENTAR II;TIN0052 - Estudo de Domínios de Aplicação II;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.2. Formação Complementar;TIN0153 - FORMAÇÃO COMPLEMENTAR III;TIN0053 - Estudo de Domínios de Aplicação III;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.2. Formação Complementar;TIN0154 - FORMAÇÃO COMPLEMENTAR IV;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.3. Trabalho de Conclusão Final de Curso - 150 Horas;TIN0131 - PROJETO DE GRADUAÇÃO-I;TIN0031 - Projeto de Graduação I;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2008/1;11.3. Trabalho de Conclusão Final de Curso - 150 Horas;TIN0133 - PROJETO DE GRADUAÇÃO II;TIN0033 - Projeto de Graduação II;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0029 - Iniciação à Pesquisa II;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0034 - Banco de Dados em Ambiente Cliente-Servidor;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0035 - Administração de Banco de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0036 - Banco de Dados Distribuídos e Datawarehousing;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0037 - Tópicos Avançados em Banco de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0038 - Comunicação e Segurança de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0039 - Projeto e Gerência de Redes Locais;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0040 - Calibragem e Análise de Desempenho;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0041 - Tópicos Avançados em Redes de Computadores;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0042 - Programação Linear;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0043 - Fluxo em Redes;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0044 - Algoritmos para Problemas Combinatórios;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0045 - Tópicos Avançados em Algoritmos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0046 - Compiladores;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0047 - Inteligência Artificial;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0048 - Sistemas Multimídia;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0049 - Computação Gráfica e Processamento de Imagem;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0050 - Ambiente Operacional Unix;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0052 - Estudo de Domínios de Aplicação II;FCS0036 - ÉTICA I;Disciplina Vencida;BLOCO 5
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0053 - Estudo de Domínios de Aplicação III;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0058 - Desenvolvimento de Software para Web;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0059 - Groupware - Tecnologias de Apoio à Colaboração;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0060 - Desenvolvimento Baseado em Componentes;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0061 - Tópicos Avançados em Engenharia de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0062 - Tópicos Avançados em Bancos de dados 2;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0063 - Tópicos Avançados em Banco de Dados 3;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0064 - Tópicos Avançados em Redes de Computadores 2;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0065 - Tópicos Avançados em Redes de Computadores 3;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0066 - Tópicos Avançados em Engenharia de Software 2;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;2. Disciplinas optativas;TIN0067 - Tópicos Avançados em Engenaharia de Software III;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0106 - DESENVOLVIMENTO DE PÁGINAS WEB;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0159 - SISTEMAS COLABORATIVOS;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0238 - Acessibilidade;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0239 - Cibercultura;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0240 - Ciência de Redes;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0241 - Informática na Educação;TIN0128 - INFORMÁTICA NA EDUCAÇÃO;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0242 - Novas Formas de Economia;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0243 - Pensamento Computacional;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0244 - Pensamento Sistêmico;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0245 - Projeto de Aplicação de Sistemas de Informação em um Contexto Específico;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0246 - Teorias e Práticas de Sistemas de Informação;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.1-VISÃO SISTÊMICA (SISTEMAS DE INFORMAÇÃO);TIN0247 - Tópicos em Informática na Educação;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.2-GESTÃO DE SI E TI (EMPREENDEDORISMO E INOVAÇÃO);TIN0248 - Tópicos em Gestão de Processos de Negócio;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.2-GESTÃO DE SI E TI (EMPREENDEDORISMO E INOVAÇÃO);TIN0249 - Tópicos em Gestão do Conhecimento;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.2-GESTÃO DE SI E TI (EMPREENDEDORISMO E INOVAÇÃO);TIN0250 - Tópicos em Inovação Tecnológica;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.2-GESTÃO DE SI E TI (EMPREENDEDORISMO E INOVAÇÃO);TIN0251 - Tópicos em Propriedade Intelectual;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0142 - PROGRAMAÇÃO LINEAR;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0144 - ALGORITMOS PARA PROBLEMAS COMBINATÓRIOS;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0147 - FUNDAMENTOS DE REPRESENTAÇÃO DE CONHECIMENTO E RACIOCÍNIO;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0252 - Algoritmos para Ciência de Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0253 - Análise Multiparadigma de Algoritmos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0254 - Aplicações de Pesquisa Operacional;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0255 - Aprendizagem Profunda;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0256 - Estruturas de Dados Avançadas;TIN0168 - ESTRUTURAS DE DADOS II;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0257 - Estruturas Discretas com Algoritmos;TIN0109 - ESTRUTURAS DISCRETAS;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0258 - Estudo de Problemas de Otimização Combinatória;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0259 - Fluxos em Redes;TIN0143 - FLUXOS EM REDES;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0260 - Heurísticas Inteligentes: Técnicas e Aplicações;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0261 - Introdução à Inteligência Artificial;TIN0172 - INTELIGÊNCIA ARTIFICIAL;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0262 - Introdução Algorítmica a Grafos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0263 - Modelagem e Ontologias;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0264 - Processamento Baseado em Restrições;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0265 - Técnicas de Programação Avançada;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0266 - Tópicos em Algoritmos;TIN0145 - TÓPICOS AVANÇADOS EM ALGORITMOS-I;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0267 - Tópicos em Aplicações de Lógica e Raciocínio Automatizado;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0268 - Tópicos em Aprendizagem de Máquina;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0269 - Tópicos em Engenharia de Ontologias;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.3-DESENVOLV.DE SOFTWARE PARA SI (PROGRAM. E ALGORITMOS);TIN0270 - Tópicos em Processamento de Linguagem Natural;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0271 - Desenvolvimento de Servidor Web;TIN0158 - DESENVOLVIMENTO DE SERVIDOR WEB;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0272 - Engenharia de Sistemas Complexos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0273 - Interfaces Móveis;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0274 - Projeto de Jogos Digitais;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0275 - Tópicos em Arquitetura de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0276 - Tópicos em Aspectos Humanos, Econômicos e Sociais de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0277 - Tópicos em Construção de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0278 - Tópicos em Engenharia de Requisitos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0279 - Tópicos em Engenharia de Software Experimental;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0280 - Tópicos em Gerência de Configuração de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0281 - Tópicos em Gerência de Projetos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0282 - Tópicos em Manutenção de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0283 - Tópicos em Modelagem de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0284 - Tópicos em Processos de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0285 - Tópicos em Projeto de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0286 - Tópicos em Qualidade de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0287 - Tópicos em Sistemas Colaborativos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.4-DESENVOLV.DE SOFTWARE PARA SI (ENGENHARIA DE SOFTWARE);TIN0288 - Tópicos em Verificação, Validação e Testes de Software;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.5-ENGENHARIA DE DADOS E INFORMAÇÃO;TIN0135 - ADMINISTRAÇÃO DE BANCO DE DADOS;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.5-ENGENHARIA DE DADOS E INFORMAÇÃO;TIN0289 - Banco de Dados Distribuídos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.5-ENGENHARIA DE DADOS E INFORMAÇÃO;TIN0290 - Banco de Dados Não Convencionais;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.5-ENGENHARIA DE DADOS E INFORMAÇÃO;TIN0291 - Projeto de Aplicações com Dados Abertos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.5-ENGENHARIA DE DADOS E INFORMAÇÃO;TIN0292 - Recuperação de Informação;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.5-ENGENHARIA DE DADOS E INFORMAÇÃO;TIN0293 - Séries Temporais;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.5-ENGENHARIA DE DADOS E INFORMAÇÃO;TIN0294 - Descoberta de Conhecimento em Dados;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.5-ENGENHARIA DE DADOS E INFORMAÇÃO;TIN0295 - Processamento e Mineração de Texto;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.5-ENGENHARIA DE DADOS E INFORMAÇÃO;TIN0296 - Projetos de Ciência de Dados para o Bem-Estar Social;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0150 - AMBIENTE OPERACIONAL UNIX;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0297 - Automação;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0298 - Ferramentas de Modelagem e Simulação para Avaliação de Desempenho;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0299 - Gerenciamento de Redes e Serviços;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0300 - Modelos de Sistemas de Computação e Comunicação;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0301 - Redes Móveis e Computação Ubíqua;TIN0126 - REDES DE COMPUTADORES II;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0302 - Segurança de Tecnologia da Informação;TIN0138 - COMUNICAÇÃO E SEGURANÇA DE DADOS;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0303 - Serviços de Rede e Multimídia;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0304 - Simulação Estocástica;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.6-INFRAESTRUTURA EM SI;TIN0305 - Sistemas Distribuídos;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.7-DESENVOLVIMENTO PESSOAL E PROFISSIONAL;HDI0142 - Língua Brasileira de Sinais;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.7-DESENVOLVIMENTO PESSOAL E PROFISSIONAL;HDI0164 - Culturas Afro Brasileiras em Sala de Aula;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.7-DESENVOLVIMENTO PESSOAL E PROFISSIONAL;SER0012 - EDUCAÇÃO AMBIENTAL E CIDADANIA;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.8-FORMAÇÃO COMPLEMENTAR;TIN0151 - FORMAÇÃO COMPLEMENTAR-I;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;2.8-FORMAÇÃO COMPLEMENTAR;TIN0152 - FORMAÇÃO COMPLEMENTAR II;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;3-ATIVIDADES DE EXTENSÃO 300H;TIN0306 - Atividades de Extensão I;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;3-ATIVIDADES DE EXTENSÃO 300H;TIN0307 - Atividades de Extensão II;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;3. Atividades Complementares;TIN0054 - Atividades Curriculares de Extensão-1;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;3. Atividades Complementares;TIN0055 - Atividades Curriculares de Extensão-2;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;3. Atividades Complementares;TIN0056 - Atividades Curriculares de Extensão-3;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2005/2;3. Atividades Complementares;TIN0057 - Atividades Curriculares de Extensão-4;;;
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;5-TRABALHO DE CONCLUSÃO DE CURSO 120H;TIN0308 - Projeto de Graduação I;TIN0131 - PROJETO DE GRADUAÇÃO-I;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2023/2;5-TRABALHO DE CONCLUSÃO DE CURSO 120H;TIN0309 - Projeto de Graduação II;TIN0133 - PROJETO DE GRADUAÇÃO II;Disciplina Vencida;BLOCO 1
210;Sistemas de Informação - Bacharelado - Turno Integral (V/N);2000/2;Disciplinas obrigatórias;HDP0502 - DIREITO E ÉTICA PROFISSIONAL;;;
