COD CURSO,NUM VERSAO,DESCR ESTRUTURA,COD DISCIPLINA,NOME UNIDADE,COD ESTRUTURADO,NOME DISCIPLINA,PERIODO IDEAL,CREDITOS,TIPO AULA,NUM HORAS,CONTA CH,TIPO DISCIPLINA,SITUACAO VERSAO,CH TOTAL,ID CURSO,ID VERSAO CURSO,ID ESTRUTURA CUR,DESCR SITUACAO,EMENTA
210,2000/2,Disciplinas optativas,TIN0044,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Algoritmos para Problemas Combinatórios,6,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,
210,2000/2,Disciplinas optativas,TIN0045,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Algoritmos,8,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0045,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Algoritmos,8,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0046,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Compiladores,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0046,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Compiladores,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0047,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Inteligência Artificial,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0047,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Inteligência Artificial,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0048,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Sistemas Multimídia,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0048,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Sistemas Multimídia,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0049,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Computação Gráfica e Processamento de Imagem,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0049,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Computação Gráfica e Processamento de Imagem,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0050,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Ambiente Operacional Unix,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0050,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Ambiente Operacional Unix,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0058,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Desenvolvimento de Software para Web,5,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0058,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Desenvolvimento de Software para Web,5,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0059,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Groupware - Tecnologias de Apoio à Colaboração,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0059,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Groupware - Tecnologias de Apoio à Colaboração,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0060,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Desenvolvimento Baseado em Componentes,6,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0060,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Desenvolvimento Baseado em Componentes,6,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0061,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Engenharia de Software,8,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0061,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Engenharia de Software,8,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0062,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Bancos de dados 2,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0062,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Bancos de dados 2,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0063,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Banco de Dados 3,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0063,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Banco de Dados 3,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0064,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Redes de Computadores 2,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0064,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Redes de Computadores 2,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0065,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Redes de Computadores 3,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0065,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Redes de Computadores 3,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,[object Object]
210,2000/2,Disciplinas optativas,TIN0066,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Engenharia de Software 2,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,
210,2000/2,Disciplinas optativas,TIN0066,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Engenharia de Software 2,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,
210,2000/2,Disciplinas optativas,TIN0067,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Engenaharia de Software III,7,3,Prática,30,S,Optativa,I,60,10,13,129,ATIVA,
210,2000/2,Disciplinas optativas,TIN0067,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,Tópicos Avançados em Engenaharia de Software III,7,3,Teórica,30,S,Optativa,I,60,10,13,129,ATIVA,
