COD CURSO,NOME UNIDADE,COD ESTRUTURADO,COD DISCIPLINA,ID ATIV CURRIC,NOME DISCIPLINA,PERIODO IDEAL,CREDITOS,CH TOTAL,TIPO DISCIPLINA,NUM VERSAO,SIT VERSAO,TOTAL CH,SEMESTRE IDEAL,NUM MIN PERIODOS,NUM MAX PERIODOS,CH TOTAL CURSO,SIT ATIV,EMENTA
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0304,22707,TIN0304 - Simulação Estocástica,6,4,60,Optativa,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0305,22708,TIN0305 - Sistemas Distribuídos,6,4,60,Optativa,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0307,22710,TIN0307 - Atividades de Extensão II,6,5,150,Obrigatória,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0151,15140,TIN0151 - FORMAÇÃO COMPLEMENTAR-I,7,4,60,Optativa,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0294,22697,TIN0294 - Descoberta de Conhecimento em Dados,7,4,60,Optativa,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0295,22698,TIN0295 - Processamento e Mineração de Texto,7,4,60,Optativa,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0296,22699,TIN0296 - Projetos de Ciência de Dados para o Bem-Estar Social,7,4,60,Optativa,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0308,22711,TIN0308 - Projeto de Graduação I,7,3,60,Obrigatória,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0152,15141,TIN0152 - FORMAÇÃO COMPLEMENTAR II,8,4,60,Optativa,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
210,Sistemas de Informação - Bacharelado - Turno Integral (V/N),1.30.00.10.10.00.00.01.00,TIN0309,22712,TIN0309 - Projeto de Graduação II,8,2,60,Obrigatória,2023/2,CORRENTE,3000,8,8,12,3000,ATIVA,[object Object]
